Date,Close,Volume
2022-10-05 09:30:00-04:00,244.38999938964844,4132705
2022-10-05 09:35:00-04:00,242.57569885253906,2292961
2022-10-05 09:40:00-04:00,240.57000732421875,1973270
2022-10-05 09:45:00-04:00,240.6199951171875,2582753
2022-10-05 09:50:00-04:00,240.01499938964844,1323709
2022-10-05 09:55:00-04:00,241.0500030517578,1178784
2022-10-05 10:00:00-04:00,238.64999389648438,1974009
2022-10-05 10:05:00-04:00,238.43499755859375,1652998
2022-10-05 10:10:00-04:00,238.5,1056844
2022-10-05 10:15:00-04:00,237.88999938964844,1279128
2022-10-05 10:20:00-04:00,237.8300018310547,1089935
2022-10-05 10:25:00-04:00,236.52000427246094,1418536
2022-10-05 10:30:00-04:00,235.9199981689453,1714942
2022-10-05 10:35:00-04:00,236.4600067138672,1317291
2022-10-05 10:40:00-04:00,235.63499450683594,1341901
2022-10-05 10:45:00-04:00,234.8300018310547,1654540
2022-10-05 10:50:00-04:00,234.47000122070312,1604172
2022-10-05 10:55:00-04:00,234.25,1000670
2022-10-05 11:00:00-04:00,235.8300018310547,1447784
2022-10-05 11:05:00-04:00,235.2899932861328,1072821
2022-10-05 11:10:00-04:00,235.84750366210938,2102472
2022-10-05 11:15:00-04:00,235.35000610351562,745319
2022-10-05 11:20:00-04:00,233.9654998779297,1181211
2022-10-05 11:25:00-04:00,234.17999267578125,999232
2022-10-05 11:30:00-04:00,233.60000610351562,1085054
2022-10-05 11:35:00-04:00,234.5,1003845
2022-10-05 11:40:00-04:00,234.7100067138672,874014
2022-10-05 11:45:00-04:00,234.4199981689453,880922
2022-10-05 11:50:00-04:00,234.86839294433594,773322
2022-10-05 11:55:00-04:00,235.7550048828125,888817
2022-10-05 12:00:00-04:00,235.5301055908203,1152856
2022-10-05 12:05:00-04:00,235.82749938964844,837239
2022-10-05 12:10:00-04:00,236.52499389648438,1274235
2022-10-05 12:15:00-04:00,237.00999450683594,957178
2022-10-05 12:20:00-04:00,236.66879272460938,861026
2022-10-05 12:25:00-04:00,236.05999755859375,721385
2022-10-05 12:30:00-04:00,236.1990966796875,751230
2022-10-05 12:35:00-04:00,236.08999633789062,673441
2022-10-05 12:40:00-04:00,236.22999572753906,656375
2022-10-05 12:45:00-04:00,237.26010131835938,966218
2022-10-05 12:50:00-04:00,237.3804931640625,780850
2022-10-05 12:55:00-04:00,236.77999877929688,615748
2022-10-05 13:00:00-04:00,236.9835968017578,526312
2022-10-05 13:05:00-04:00,238.03250122070312,1119336
2022-10-05 13:10:00-04:00,238.98989868164062,915781
2022-10-05 13:15:00-04:00,239.79510498046875,1172903
2022-10-05 13:20:00-04:00,239.35560607910156,1246160
2022-10-05 13:25:00-04:00,238.5500030517578,908313
2022-10-05 13:30:00-04:00,238.6699981689453,483056
2022-10-05 13:35:00-04:00,238.9600067138672,743480
2022-10-05 13:40:00-04:00,238.5583038330078,522414
2022-10-05 13:45:00-04:00,239.25,795341
2022-10-05 13:50:00-04:00,239.00999450683594,670354
2022-10-05 13:55:00-04:00,237.97999572753906,699390
2022-10-05 14:00:00-04:00,238.22000122070312,625285
2022-10-05 14:05:00-04:00,238.1199951171875,401611
2022-10-05 14:10:00-04:00,238.44970703125,733846
2022-10-05 14:15:00-04:00,239.17489624023438,741344
2022-10-05 14:20:00-04:00,238.61000061035156,633047
2022-10-05 14:25:00-04:00,238.4429931640625,615034
2022-10-05 14:30:00-04:00,238.00999450683594,447051
2022-10-05 14:35:00-04:00,239.11000061035156,1069562
2022-10-05 14:40:00-04:00,239.82000732421875,762961
2022-10-05 14:45:00-04:00,239.9250030517578,911717
2022-10-05 14:50:00-04:00,239.34500122070312,796595
2022-10-05 14:55:00-04:00,240.2061004638672,829607
2022-10-05 15:00:00-04:00,240.2855987548828,1046294
2022-10-05 15:05:00-04:00,240.69000244140625,772642
2022-10-05 15:10:00-04:00,241.04049682617188,845657
2022-10-05 15:15:00-04:00,241.8406982421875,1378965
2022-10-05 15:20:00-04:00,242.11500549316406,934523
2022-10-05 15:25:00-04:00,240.86000061035156,783642
2022-10-05 15:30:00-04:00,241.0,802808
2022-10-05 15:35:00-04:00,240.92999267578125,685224
2022-10-05 15:40:00-04:00,241.75999450683594,827685
2022-10-05 15:45:00-04:00,241.07000732421875,943880
2022-10-05 15:50:00-04:00,239.97999572753906,1312523
2022-10-05 15:55:00-04:00,240.7100067138672,1640590
2022-10-05 16:00:00-04:00,240.80999755859375,0
