Date,Close,Volume
2022-10-06 00:00:00+01:00,1.1327978372573853,0
2022-10-06 00:05:00+01:00,1.1332343816757202,0
2022-10-06 00:10:00+01:00,1.1335041522979736,0
2022-10-06 00:15:00+01:00,1.1336582899093628,0
2022-10-06 00:20:00+01:00,1.13379967212677,0
2022-10-06 00:25:00+01:00,1.1336840391159058,0
2022-10-06 00:30:00+01:00,1.1339154243469238,0
2022-10-06 00:35:00+01:00,1.1343141794204712,0
2022-10-06 00:40:00+01:00,1.1344170570373535,0
2022-10-06 00:45:00+01:00,1.1344170570373535,0
2022-10-06 00:50:00+01:00,1.1349579095840454,0
2022-10-06 00:55:00+01:00,1.1355119943618774,0
2022-10-06 01:00:00+01:00,1.1352670192718506,0
2022-10-06 01:05:00+01:00,1.1357183456420898,0
2022-10-06 01:10:00+01:00,1.1366994380950928,0
2022-10-06 01:15:00+01:00,1.1380059719085693,0
2022-10-06 01:20:00+01:00,1.137255311012268,0
2022-10-06 01:25:00+01:00,1.1374623775482178,0
2022-10-06 01:30:00+01:00,1.1370484828948975,0
2022-10-06 01:35:00+01:00,1.137022614479065,0
2022-10-06 01:40:00+01:00,1.1378765106201172,0
2022-10-06 01:45:00+01:00,1.1378893852233887,0
2022-10-06 01:50:00+01:00,1.1372941732406616,0
2022-10-06 01:55:00+01:00,1.1364023685455322,0
2022-10-06 02:00:00+01:00,1.1362087726593018,0
2022-10-06 02:05:00+01:00,1.1362473964691162,0
2022-10-06 02:10:00+01:00,1.1356538534164429,0
2022-10-06 02:15:00+01:00,1.1360021829605103,0
2022-10-06 02:20:00+01:00,1.1355119943618774,0
2022-10-06 02:25:00+01:00,1.134429931640625,0
2022-10-06 02:30:00+01:00,1.1350737810134888,0
2022-10-06 02:35:00+01:00,1.1345458030700684,0
2022-10-06 02:40:00+01:00,1.133619785308838,0
2022-10-06 02:45:00+01:00,1.134455680847168,0
2022-10-06 02:50:00+01:00,1.134970784187317,0
2022-10-06 02:55:00+01:00,1.1356925964355469,0
2022-10-06 03:00:00+01:00,1.1364539861679077,0
2022-10-06 03:05:00+01:00,1.1359375715255737,0
2022-10-06 03:10:00+01:00,1.1360538005828857,0
2022-10-06 03:15:00+01:00,1.1352800130844116,0
2022-10-06 03:20:00+01:00,1.1351768970489502,0
2022-10-06 03:25:00+01:00,1.1352283954620361,0
2022-10-06 03:30:00+01:00,1.1350995302200317,0
2022-10-06 03:35:00+01:00,1.135434627532959,0
2022-10-06 03:40:00+01:00,1.1365702152252197,0
2022-10-06 03:45:00+01:00,1.1366865634918213,0
2022-10-06 03:50:00+01:00,1.1362861394882202,0
2022-10-06 03:55:00+01:00,1.1360021829605103,0
2022-10-06 04:00:00+01:00,1.1362087726593018,0
2022-10-06 04:05:00+01:00,1.1364798545837402,0
2022-10-06 04:10:00+01:00,1.1370484828948975,0
2022-10-06 04:15:00+01:00,1.1373717784881592,0
2022-10-06 04:20:00+01:00,1.1373846530914307,0
2022-10-06 04:25:00+01:00,1.137734055519104,0
2022-10-06 04:30:00+01:00,1.137268304824829,0
2022-10-06 04:35:00+01:00,1.1371002197265625,0
2022-10-06 04:40:00+01:00,1.1369837522506714,0
2022-10-06 04:45:00+01:00,1.1362215280532837,0
2022-10-06 04:50:00+01:00,1.1365574598312378,0
2022-10-06 04:55:00+01:00,1.1366348266601562,0
2022-10-06 05:00:00+01:00,1.1360538005828857,0
2022-10-06 05:05:00+01:00,1.1363248825073242,0
2022-10-06 05:10:00+01:00,1.1356538534164429,0
2022-10-06 05:15:00+01:00,1.1358602046966553,0
2022-10-06 05:20:00+01:00,1.1362087726593018,0
2022-10-06 05:25:00+01:00,1.1361312866210938,0
2022-10-06 05:30:00+01:00,1.1358731985092163,0
2022-10-06 05:35:00+01:00,1.1358860731124878,0
2022-10-06 05:40:00+01:00,1.1362215280532837,0
2022-10-06 05:45:00+01:00,1.1358214616775513,0
2022-10-06 05:50:00+01:00,1.1368803977966309,0
2022-10-06 05:55:00+01:00,1.1362603902816772,0
2022-10-06 06:00:00+01:00,1.1361312866210938,0
2022-10-06 06:05:00+01:00,1.1354217529296875,0
2022-10-06 06:10:00+01:00,1.1353057622909546,0
2022-10-06 06:15:00+01:00,1.135563611984253,0
2022-10-06 06:20:00+01:00,1.1354217529296875,0
2022-10-06 06:25:00+01:00,1.1359118223190308,0
2022-10-06 06:30:00+01:00,1.1364023685455322,0
2022-10-06 06:35:00+01:00,1.1366606950759888,0
2022-10-06 06:40:00+01:00,1.1357054710388184,0
2022-10-06 06:45:00+01:00,1.1359764337539673,0
2022-10-06 06:50:00+01:00,1.1358087062835693,0
2022-10-06 06:55:00+01:00,1.13535737991333,0
2022-10-06 07:00:00+01:00,1.1334141492843628,0
2022-10-06 07:05:00+01:00,1.1334912776947021,0
2022-10-06 07:10:00+01:00,1.1331958770751953,0
2022-10-06 07:15:00+01:00,1.1320669651031494,0
2022-10-06 07:20:00+01:00,1.1322335004806519,0
2022-10-06 07:25:00+01:00,1.1316697597503662,0
2022-10-06 07:30:00+01:00,1.1330032348632812,0
2022-10-06 07:35:00+01:00,1.13291335105896,0
2022-10-06 07:40:00+01:00,1.1327465772628784,0
2022-10-06 07:45:00+01:00,1.1334655284881592,0
2022-10-06 07:50:00+01:00,1.1326568126678467,0
2022-10-06 07:55:00+01:00,1.1318106651306152,0
2022-10-06 08:00:00+01:00,1.1326183080673218,0
2022-10-06 08:05:00+01:00,1.1346101760864258,0
2022-10-06 08:10:00+01:00,1.1346230506896973,0
2022-10-06 08:15:00+01:00,1.1351252794265747,0
