Date,Close,Volume
2022-10-06 09:30:00-04:00,50.834999084472656,4661259
2022-10-06 09:35:00-04:00,50.650001525878906,1107308
2022-10-06 09:40:00-04:00,50.73500061035156,1033352
2022-10-06 09:45:00-04:00,50.494998931884766,957898
2022-10-06 09:50:00-04:00,50.650001525878906,913425
2022-10-06 09:55:00-04:00,50.59000015258789,707206
2022-10-06 10:00:00-04:00,50.71500015258789,750407
2022-10-06 10:05:00-04:00,50.75,354765
2022-10-06 10:10:00-04:00,50.66999816894531,428918
2022-10-06 10:15:00-04:00,50.779998779296875,695905
2022-10-06 10:20:00-04:00,51.22999954223633,1191708
2022-10-06 10:25:00-04:00,50.952301025390625,1764317
2022-10-06 10:30:00-04:00,51.1150016784668,514791
2022-10-06 10:35:00-04:00,51.11000061035156,303235
2022-10-06 10:40:00-04:00,51.05500030517578,339420
2022-10-06 10:45:00-04:00,51.130001068115234,387001
2022-10-06 10:50:00-04:00,51.279998779296875,439818
2022-10-06 10:55:00-04:00,51.165000915527344,337604
2022-10-06 11:00:00-04:00,51.130001068115234,372741
2022-10-06 11:05:00-04:00,51.08000183105469,288496
2022-10-06 11:10:00-04:00,51.02000045776367,415255
2022-10-06 11:15:00-04:00,51.209999084472656,285966
2022-10-06 11:20:00-04:00,51.13999938964844,235571
2022-10-06 11:25:00-04:00,51.04499816894531,232406
2022-10-06 11:30:00-04:00,51.11000061035156,150695
2022-10-06 11:35:00-04:00,50.970001220703125,524421
2022-10-06 11:40:00-04:00,50.98500061035156,260764
2022-10-06 11:45:00-04:00,50.95500183105469,199039
2022-10-06 11:50:00-04:00,50.900001525878906,318128
2022-10-06 11:55:00-04:00,50.7400016784668,571254
2022-10-06 12:00:00-04:00,50.790000915527344,255964
2022-10-06 12:05:00-04:00,50.7843017578125,209602
2022-10-06 12:10:00-04:00,50.650001525878906,232878
2022-10-06 12:15:00-04:00,50.685001373291016,206537
2022-10-06 12:20:00-04:00,50.78499984741211,256290
2022-10-06 12:25:00-04:00,50.904998779296875,268381
2022-10-06 12:30:00-04:00,50.94499969482422,238773
2022-10-06 12:35:00-04:00,50.989898681640625,309232
2022-10-06 12:40:00-04:00,50.839900970458984,353765
2022-10-06 12:45:00-04:00,50.86000061035156,183498
2022-10-06 12:50:00-04:00,50.790000915527344,279080
2022-10-06 12:55:00-04:00,50.72100067138672,176181
2022-10-06 13:00:00-04:00,50.814998626708984,258603
2022-10-06 13:05:00-04:00,50.775001525878906,227122
2022-10-06 13:10:00-04:00,50.779998779296875,121971
2022-10-06 13:15:00-04:00,50.709999084472656,304585
2022-10-06 13:20:00-04:00,50.7599983215332,270361
2022-10-06 13:25:00-04:00,50.724998474121094,290407
2022-10-06 13:30:00-04:00,50.65999984741211,229403
2022-10-06 13:35:00-04:00,50.45000076293945,554907
2022-10-06 13:40:00-04:00,50.70500183105469,1857030
2022-10-06 13:45:00-04:00,50.724998474121094,1731709
2022-10-06 13:50:00-04:00,49.996498107910156,3145089
2022-10-06 13:55:00-04:00,50.18000030517578,1176294
2022-10-06 14:00:00-04:00,50.099998474121094,707516
2022-10-06 14:05:00-04:00,49.94499969482422,568643
2022-10-06 14:10:00-04:00,49.994998931884766,666121
2022-10-06 14:15:00-04:00,49.9900016784668,583770
2022-10-06 14:20:00-04:00,50.154998779296875,458798
2022-10-06 14:25:00-04:00,50.42499923706055,689247
2022-10-06 14:30:00-04:00,50.39979934692383,821026
2022-10-06 14:35:00-04:00,50.439998626708984,317037
2022-10-06 14:40:00-04:00,50.43000030517578,381746
2022-10-06 14:45:00-04:00,50.46969985961914,407064
2022-10-06 14:50:00-04:00,49.970001220703125,2037865
2022-10-06 14:55:00-04:00,50.7599983215332,3119991
2022-10-06 15:00:00-04:00,50.599998474121094,5144681
2022-10-06 15:05:00-04:00,50.630001068115234,1768069
2022-10-06 15:10:00-04:00,50.75,762769
2022-10-06 15:15:00-04:00,50.650001525878906,538564
2022-10-06 15:20:00-04:00,50.564998626708984,796862
2022-10-06 15:25:00-04:00,50.429298400878906,1156970
2022-10-06 15:30:00-04:00,50.100101470947266,1568378
2022-10-06 15:35:00-04:00,49.96500015258789,1118905
2022-10-06 15:40:00-04:00,50.18000030517578,657244
2022-10-06 15:45:00-04:00,50.029998779296875,664692
2022-10-06 15:50:00-04:00,49.88999938964844,1362803
2022-10-06 15:55:00-04:00,49.41999816894531,3733145
2022-10-06 16:00:00-04:00,49.38999938964844,0
